Event_Id,year,month,day,country,region,city,latitude,longitude,summary,multiple_attack,attacktype,target_type,target_sub_type,group_name,weapon_type,nkill,nwound,nkillter,motive,decades,claimed
3194,1975,8,18,Italy,Western Europe,Rome,41.890961,12.490069,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Soldiers of the Algerian Opposition,Explosives,0,0,0,,70s,
3195,1975,8,18,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Soldiers of the Algerian Opposition,Explosives,0,0,NA,,70s,
3196,1975,8,20,West Germany (FRG),Western Europe,West Berlin,52.50153,13.401851,,0,Assassination,Private Citizens & Property,Religion Identified,Unknown,Explosives,0,1,NA,,70s,
3197,1975,8,20,United States,North America,San Rafael,37.97457,-122.532474,,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),New World Liberation Front (NWLF),Explosives,0,0,NA,,70s,
3198,1975,8,20,Colombia,South America,Monterrey,4.87817,-72.89519,,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,National Liberation Army of Colombia (ELN),Firearms,1,NA,NA,,70s,
3199,1975,8,21,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,1,NA,NA,,70s,
3200,1975,8,21,United Kingdom,Western Europe,Glengormley,54.671804,-5.957181,,0,Assassination,Private Citizens & Property,Religion Identified,Irish Republican Extremists,Firearms,1,NA,NA,,70s,
3201,1975,8,22,Spain,Western Europe,Valencia,39.470239,-0.376805,,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Revolutionary Patriotic Anti-Fascist Front (FRAP),Firearms,0,1,NA,,70s,
3202,1975,8,22,Argentina,South America,Ensenada,-34.850419,-57.902053,,0,Bombing/Explosion,Military,,Unknown,Explosives,0,0,NA,,70s,
3203,1975,8,22,Mexico,North America,Mexico City,19.371887,-99.086624,,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,23rd of September Communist League,Firearms,3,NA,NA,,70s,
3204,1975,8,22,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Ulster Volunteer Force (UVF),Firearms,1,NA,NA,,70s,
3205,1975,8,22,United Kingdom,Western Europe,Armagh,54.347539,-6.656108,,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,3,NA,NA,,70s,
3206,1975,8,24,United Kingdom,Western Europe,Newtownhamilton,54.192934,-6.576051,,0,Hostage Taking (Kidnapping),Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,2,NA,NA,,70s,
3207,1975,8,25,Malaysia,Southeast Asia,Kuala Lumpur,3.138943,101.691315,,0,Bombing/Explosion,Private Citizens & Property,Memorial/Cemetery/Monument,Communist Party of Malaysia- Marxist-Leninist,Explosives,0,0,0,,70s,
3208,1975,8,26,Philippines,Southeast Asia,Unknown,NA,NA,,0,Hostage Taking (Kidnapping),Airports & Aircraft,Airline Officer/Personnel,Moro National Liberation Front (MNLF),Unknown,0,0,NA,,70s,
3209,1975,8,26,France,Western Europe,Rennes,48.113475,-1.675708,,0,Bombing/Explosion,Government (General),Politician or Political Party Movement/Meeting/Rally,Breton Liberation Front (FLB),Explosives,0,0,NA,,70s,
3210,1975,8,27,United Kingdom,Western Europe,Finaghy,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Irish Republican Extremists,Firearms,1,NA,NA,,70s,
3211,1975,8,27,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Ulster Volunteer Force (UVF),Firearms,1,NA,NA,,70s,
3212,1975,8,29,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Terrorists/Non-State Militia,Terrorist,Protestant extremists,Firearms,1,NA,NA,,70s,
3213,1975,8,29,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Explosives,1,NA,NA,,70s,
3214,1975,8,30,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Bombing/Explosion,Business,Bank/Commerce,Irish Republican Army (IRA),Explosives,NA,NA,NA,,70s,
3215,1975,8,30,United Kingdom,Western Europe,Whitecross,54.223033,-6.486782,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
3216,1975,8,30,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Ulster Freedom Fighters (UFF),Firearms,2,NA,NA,,70s,
3217,1975,8,31,United Kingdom,Western Europe,Madden,54.291162,-6.732317,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
3218,1975,9,1,United Kingdom,Western Europe,Moy,54.446614,-6.690752,,0,Assassination,Private Citizens & Property,Religion Identified,Ulster Volunteer Force (UVF),Firearms,1,NA,NA,,70s,
3219,1975,9,1,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Irish Republican Extremists,Firearms,1,NA,NA,,70s,
3220,1975,9,1,United Kingdom,Western Europe,Newtownhamilton,54.192934,-6.576051,,0,Armed Assault,Business,,Republican Action Force,Firearms,5,NA,NA,,70s,
3221,1975,9,1,United Kingdom,Western Europe,Ballyrobert,54.717098,-6.003242,,0,Assassination,Private Citizens & Property,Religion Identified,Ulster Volunteer Force (UVF),Firearms,1,NA,NA,,70s,
3222,1975,9,2,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Irish Republican Extremists,Firearms,1,NA,NA,,70s,
3223,1975,9,3,Malaysia,Southeast Asia,Kuala Lumpur,3.138943,101.691315,,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Communist Party of Malaysia- Marxist-Leninist,Explosives,NA,NA,NA,,70s,
3224,1975,9,3,Spain,Western Europe,Bilbao,43.258434,-2.921819,,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Anti-Terrorism ETA (ATE),Explosives,NA,NA,NA,,70s,
3225,1975,9,3,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,2,NA,NA,,70s,
3226,1975,9,5,Spain,Western Europe,Valencia,39.470239,-0.376805,,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Anti-Terrorism ETA (ATE),Explosives,NA,NA,NA,,70s,
3227,1975,9,5,United States,North America,Salt Lake City,40.759505,-111.888229,,0,Bombing/Explosion,Business,Industrial/Textiles/Factory,"Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
3228,1975,9,5,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Bombing/Explosion,Business,Hotel/Resort,Irish Republican Army (IRA),Explosives,2,40,0,,70s,
3229,1975,9,5,United States,North America,Sacramento,38.579065,-121.491014,"9/5/1975: Lynette Fromme, a follower of Charles Manson, pointed a gun at President Gerald Ford as he walked to the California State Capitol Building in Sacramento, California, in the United States.  There were four bullets in the gun, but none in the firing chamber and Fromme was seized by two Secret Service agents immediately after brandishing her weapon.  Fromme maintained that she did not want to shoot the President and has given conflicting reports describing her motivations.  She has stated that she used the incident to bring attention to the unfair conviction of Charles Manson, and three others for the 1969 Tate-Labianca murders.  However, on other occasions Fromme stated that she pointed a gun at President Ford to raise the awareness of various environmental causes.",0,Assassination,Government (General),Head of State,Supporters of Charles Manson,Firearms,0,0,0,Reports of the motivations for this incident vary from bringing attention to the 'unfair' imprisonment of Charles Manson and his cohorts to trying to raise awareness of environmental issues such as the plight of the California Redwoods and the dangers of nuclear power.,70s,0
3230,1975,9,7,United Kingdom,Western Europe,Unknown,54.787715,-6.492314,,0,Assassination,Terrorists/Non-State Militia,Terrorist,Ulster Volunteer Force (UVF),Firearms,1,NA,NA,,70s,
3231,1975,9,8,Colombia,South America,Bogota,4.667128,-74.106056,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",National Liberation Army of Colombia (ELN),Firearms,1,0,NA,,70s,
3232,1975,9,8,West Germany (FRG),Western Europe,Fulda,50.553861,9.674339,,0,Facility/Infrastructure Attack,Government (General),Judge/Attorney/Court,Unknown,Incendiary,NA,NA,NA,,70s,
3233,1975,9,8,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Terrorists/Non-State Militia,Terrorist,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
3234,1975,9,8,United Kingdom,Western Europe,Larne,54.855103,-5.811254,,0,Bombing/Explosion,Private Citizens & Property,Religion Identified,Protestant extremists,Explosives,1,NA,NA,,70s,
3235,1975,9,8,United Kingdom,Western Europe,Loughgall,54.411142,-6.600146,,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Protestant extremists,Firearms,1,NA,NA,,70s,
3236,1975,9,9,Spain,Western Europe,Unknown,NA,NA,,0,Bombing/Explosion,Transportation,Train/Train Tracks/Trolley,Basque Fatherland and Freedom (ETA),Explosives,0,0,NA,,70s,
3237,1975,9,9,Spain,Western Europe,Villabona,43.189944,-2.052454,,0,Bombing/Explosion,Transportation,Highway/Road/Toll/Traffic Signal,Basque Fatherland and Freedom (ETA),Explosives,0,0,NA,,70s,
3238,1975,9,9,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,1,NA,NA,,70s,
3239,1975,9,11,Portugal,Western Europe,Lisbon,38.725299,-9.150036,,0,Bombing/Explosion,Airports & Aircraft,Airline Officer/Personnel,Revolutionary Internationalist Solidarity,Explosives,0,0,0,,70s,
3240,1975,9,11,Portugal,Western Europe,Lisbon,38.725299,-9.150036,,0,Bombing/Explosion,Business,Hotel/Resort,Revolutionary Internationalist Solidarity,Explosives,0,0,0,,70s,
3241,1975,9,11,Portugal,Western Europe,Lisbon,38.725299,-9.150036,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Revolutionary Internationalist Solidarity,Explosives,0,0,0,,70s,
3242,1975,9,11,Spain,Western Europe,Valencia,39.470239,-0.376805,,0,Facility/Infrastructure Attack,Business,Bank/Commerce,Revolutionary Patriotic Anti-Fascist Front (FRAP),Incendiary,0,0,NA,,70s,
3243,1975,9,11,Spain,Western Europe,Valencia,39.470239,-0.376805,,0,Facility/Infrastructure Attack,Business,Bank/Commerce,Revolutionary Patriotic Anti-Fascist Front (FRAP),Incendiary,0,0,NA,,70s,
3244,1975,9,12,Ethiopia,Sub-Saharan Africa,Asmara,15.333513,38.933652,,0,Hostage Taking (Kidnapping),Military,"Military Personnel (soldiers, troops, officers, forces)",Eritrean Liberation Front,Firearms,0,0,NA,,70s,
3245,1975,9,12,United States,North America,Phoenix,33.44826,-112.075774,,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,New World Liberation Front (NWLF),Explosives,0,0,0,,70s,
3246,1975,9,12,United States,North America,Seattle,47.610786,-122.331306,,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,New World Liberation Front (NWLF),Explosives,0,0,NA,,70s,
3247,1975,9,12,United Kingdom,Western Europe,Fife district,56.208208,-3.149518,,0,Bombing/Explosion,Utilities,Oil,Army for Freeing Scotland,Explosives,0,0,NA,,70s,
3248,1975,9,12,United Kingdom,Western Europe,Derriaghy,54.543446,-6.039963,,0,Assassination,Private Citizens & Property,Religion Identified,Irish Republican Extremists,Firearms,1,NA,NA,,70s,
3249,1975,9,13,West Germany (FRG),Western Europe,Hamburg,53.553813,9.991586,,0,Bombing/Explosion,Transportation,Train/Train Tracks/Trolley,Unknown,Explosives,0,11,NA,,70s,
3250,1975,9,14,Spain,Western Europe,Barcelona,41.400635,2.150913,,0,Assassination,Police,Police Security Forces/Officers,Revolutionary Patriotic Anti-Fascist Front (FRAP),Firearms,1,0,NA,,70s,
3251,1975,9,14,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,1,NA,NA,,70s,
3252,1975,9,14,United States,North America,Seattle,47.610786,-122.331306,"9/14/1975: Ralph Patrick Ford, a suspected member of the George Jackson Brigade, died when a pipe bomb that he was attempting to place at a Safeway store in Seattle, Washington, United States, prematurely detonated.  The store sustained around $3,000 in damages.",0,Bombing/Explosion,Business,Retail/Grocery/Bakery,George Jackson Brigade,Explosives,0,0,0,"The George Jackson Brigade believed that Safeway was a corporation that represented everything wrong with capitalism.  They argued that Safeway monopolized all facets of the food industry on west coast, severely damaging small businesses and oppressing farm workers.",70s,0
3253,1975,9,15,Greece,Western Europe,Athens,37.99749,23.762728,,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Unknown,Explosives,0,0,NA,,70s,
3254,1975,9,15,Spain,Western Europe,Donostia-San Sebastian,43.291618,-1.977903,,0,Bombing/Explosion,Food or Water Supply,Water Supply,Basque Fatherland and Freedom (ETA),Explosives,NA,NA,NA,,70s,
3255,1975,9,15,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Hostage Taking (Barricade Incident),Government (Diplomatic),Embassy/Consulate,Palestinians,Firearms,0,0,NA,,70s,
3256,1975,9,16,France,Western Europe,Paris,48.856644,2.34233,,0,Bombing/Explosion,Business,Bank/Commerce,Basque Fatherland and Freedom (ETA),Explosives,0,0,NA,,70s,
3257,1975,9,16,Spain,Western Europe,Portugalete,43.320664,-3.020252,,0,Bombing/Explosion,Business,Entertainment/Cultural/Stadium/Casino,Unknown,Explosives,NA,NA,NA,,70s,
3258,1975,9,18,United States,North America,Seattle,47.610786,-122.331306,,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,George Jackson Brigade,Explosives,0,0,NA,,70s,
3259,1975,9,18,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,1,NA,NA,,70s,
3260,1975,9,19,Spain,Western Europe,Barcelona,41.400635,2.150913,,0,Facility/Infrastructure Attack,Business,Retail/Grocery/Bakery,Unknown,Incendiary,NA,NA,NA,,70s,
3261,1975,9,19,Spain,Western Europe,Barcelona,41.400635,2.150913,,0,Facility/Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,Unknown,Incendiary,NA,NA,NA,,70s,
3262,1975,9,19,United States,North America,Dayton,39.759881,-84.189983,"9/19/1975: Neal Long, armed with a shotgun, shot and killed desegregation planner Dr. Charles Glatt at the old federal building in Dayton, Ohio, in the United States.  Long was detained immediately after the shooting.",0,Assassination,Private Citizens & Property,Named Civilian,White extremists,Firearms,1,0,0,To protest and prevent the desegregation of the Dayton school system,70s,0
3263,1975,9,22,United States,North America,San Francisco,37.755363,-122.443352,,0,Assassination,Government (General),Head of State,Left-wing extremists,Firearms,0,1,NA,,70s,
3264,1975,9,22,United Kingdom,Western Europe,Glasgow,55.865627,-4.257223,,0,Bombing/Explosion,Transportation,Bridge/Car Tunnel,Army for Freeing Scotland,Explosives,0,0,NA,,70s,
3265,1975,9,22,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Bombing/Explosion,Business,Hotel/Resort,Irish Republican Army (IRA),Explosives,NA,NA,NA,,70s,
3266,1975,9,23,United Kingdom,Western Europe,Kinfauns,56.386618,-3.347748,,0,Bombing/Explosion,Utilities,Oil,Army for Freeing Scotland,Explosives,0,0,NA,,70s,
3267,1975,9,23,United Kingdom,Western Europe,Portadown,54.42071,-6.443767,,0,Bombing/Explosion,Police,Police Security Forces/Officers,Irish Republican Army (IRA),Explosives,1,NA,NA,,70s,
3268,1975,9,24,Japan,East Asia,Unknown,NA,NA,,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",East Asia Anti Japanese Armed Front,Explosives,NA,NA,NA,,70s,
3269,1975,9,24,Japan,East Asia,Unknown,NA,NA,,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",East Asia Anti Japanese Armed Front,Explosives,NA,NA,NA,,70s,
3270,1975,9,24,Turkey,Middle East & North Africa,Istanbul,41.106178,28.689863,,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Unknown,Explosives,NA,NA,NA,,70s,
3271,1975,9,25,France,Western Europe,Toulouse,43.604652,1.444209,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,International Revolutionary Action Group (GARI),Explosives,0,0,NA,,70s,
3272,1975,9,25,France,Western Europe,Paris,48.856644,2.34233,,0,Bombing/Explosion,Business,Bank/Commerce,International Revolutionary Action Group (GARI),Explosives,0,0,NA,,70s,
3273,1975,9,25,Netherlands,Western Europe,The Hague,52.069858,4.291111,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,International Revolutionary Action Group (GARI),Explosives,NA,NA,NA,,70s,
3274,1975,9,25,Portugal,Western Europe,Lisbon,38.725299,-9.150036,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,International Revolutionary Action Group (GARI),Explosives,0,0,0,,70s,
3275,1975,9,25,Switzerland,Western Europe,Geneva,46.198392,6.142296,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,International Revolutionary Action Group (GARI),Explosives,0,0,NA,,70s,
3276,1975,9,25,Turkey,Middle East & North Africa,Ankara,39.930771,32.76754,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,International Revolutionary Action Group (GARI),Explosives,0,0,NA,,70s,
3277,1975,9,25,United Kingdom,Western Europe,Maidstone,51.270337,0.523841,,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Irish Republican Army (IRA),Explosives,NA,NA,NA,,70s,
3278,1975,9,26,United States,North America,Miami,25.774591,-80.214195,,0,Bombing/Explosion,Journalists & Media,Newspaper Journalist/Staff/Facility,Unknown,Explosives,NA,NA,NA,,70s,
3279,1975,9,26,United Kingdom,Western Europe,Creagan,56.55163,-5.30471,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish National Liberation Army (INLA),Firearms,1,NA,NA,,70s,
3280,1975,9,27,Colombia,South America,Bogota,4.667128,-74.106056,,0,Bombing/Explosion,Journalists & Media,Television Journalist/Staff/Facility,Military Liberation Front of Colombia,Explosives,0,0,NA,,70s,
3281,1975,9,29,France,Western Europe,Dineault,48.218878,-4.164362,,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Breton Liberation Front (FLB),Explosives,1,0,NA,,70s,
3282,1975,9,29,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Armed Assault,Transportation,Bus (excluding tourists),Unknown,Incendiary,0,0,NA,,70s,
3283,1975,9,29,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Facility/Infrastructure Attack,Transportation,Subway,Unknown,Incendiary,NA,NA,NA,,70s,
3284,1975,9,29,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Facility/Infrastructure Attack,Transportation,Subway,Unknown,Incendiary,NA,NA,NA,,70s,
3285,1975,9,29,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Facility/Infrastructure Attack,Transportation,Subway,Unknown,Incendiary,NA,NA,NA,,70s,
3286,1975,9,29,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Facility/Infrastructure Attack,Transportation,Subway,Unknown,Incendiary,NA,NA,NA,,70s,
3287,1975,9,29,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Facility/Infrastructure Attack,Transportation,Subway,Unknown,Incendiary,NA,NA,NA,,70s,
3288,1975,9,29,Spain,Western Europe,Barcelona,41.400635,2.150913,,0,Armed Assault,Government (General),Government Building/Facility/Office,Revolutionary Patriotic Anti-Fascist Front (FRAP),Firearms,NA,NA,NA,,70s,
3289,1975,10,0,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Irish Republican Army (IRA),Explosives,1,0,NA,,70s,
3290,1975,10,1,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Assassination,Police,Police Security Forces/Officers,First of October Antifascist Resistance Group (GRAPO),Firearms,1,0,NA,,70s,
3291,1975,10,1,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Assassination,Police,Police Security Forces/Officers,First of October Antifascist Resistance Group (GRAPO),Firearms,1,0,NA,,70s,
3292,1975,10,1,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Assassination,Police,Police Security Forces/Officers,First of October Antifascist Resistance Group (GRAPO),Firearms,1,0,NA,,70s,
3293,1975,10,1,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Assassination,Police,Police Security Forces/Officers,First of October Antifascist Resistance Group (GRAPO),Firearms,1,0,NA,,70s,
3294,1975,10,1,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Facility/Infrastructure Attack,Private Citizens & Property,Labor Union Related,Unknown,Incendiary,0,0,NA,,70s,
3295,1975,10,2,Spain,Western Europe,Salamanca,40.964968,-5.663025,,0,Facility/Infrastructure Attack,Private Citizens & Property,Labor Union Related,Unknown,Incendiary,0,0,NA,,70s,
3296,1975,10,2,United Kingdom,Western Europe,Milfield,54.607712,-5.95621,,0,Assassination,Business,Industrial/Textiles/Factory,Ulster Volunteer Force (UVF),Firearms,4,NA,NA,,70s,
3297,1975,10,2,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Ulster Volunteer Force (UVF),Explosives,1,NA,NA,,70s,
3298,1975,10,2,United Kingdom,Western Europe,Ballyginniff,54.663228,-6.276696,,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Ulster Volunteer Force (UVF),Explosives,1,NA,NA,,70s,
3299,1975,10,2,United Kingdom,Western Europe,Killyleagh,54.401305,-5.649401,,0,Bombing/Explosion,Business,Restaurant/Bar/Café,Ulster Volunteer Force (UVF),Explosives,1,NA,NA,,70s,
3300,1975,10,2,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Ulster Volunteer Force (UVF),Firearms,1,NA,NA,,70s,
3301,1975,10,3,Ireland,Western Europe,Dublin,53.361675,-6.245485,,0,Hostage Taking (Kidnapping),Business,Multinational Corporation,Irish Republican Army (IRA),Unknown,0,0,NA,,70s,
3302,1975,10,3,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
3303,1975,10,3,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Irish Republican Army (IRA),Explosives,1,NA,NA,,70s,
3304,1975,10,4,Spain,Western Europe,Onate,43.032888,-2.411348,,0,Assassination,Police,Police Security Forces/Officers,Basque Fatherland and Freedom (ETA),Explosives,3,0,NA,,70s,
3305,1975,10,4,Lebanon,Middle East & North Africa,Beirut,33.888523,35.503513,,0,Armed Assault,Airports & Aircraft,Aircraft (not at an airport),Popular Front for the Liberation of Palestine (PFLP),Firearms,3,14,0,,70s,
3306,1975,10,4,United States,North America,Portland,43.659145,-70.256654,"10/04/1975: Three members of the United Freedom Front robbed the Northeast Bank of Westbrook in Portland, Maine, United States. They attempted to get away with about $11,700, but dropped most of the money while fleeing, netting them $3,594.  It is unknown if anyone was injured in the incident.  The perpetrators, James William Barrett, Raymond L. Levasseur (the leader of the UFF) and Thomas W. Manning, were indicted in 1977 on charges for the robbery, from which they used the money to finance bombings and other activities to further their cause of redistributing economic wealth in the U.S. and ending American imperialism.",0,Hostage Taking (Barricade Incident),Business,Bank/Commerce,United Freedom Front (UFF),Unknown,0,NA,0,"The United Freedom Front believed in a Marxist philosophy and opposed US militarism in Central America, and the group sought to redistribute economic wealth in the U.S. and used bank robberies to finance their goals. Additionally, their efforts were to improve prison conditions.",70s,0
3307,1975,10,5,Spain,Western Europe,Elorrio,43.130387,-2.542155,,0,Assassination,Business,Restaurant/Bar/Café,Anti-Terrorism ETA (ATE),Firearms,1,0,NA,,70s,
3308,1975,10,5,Spain,Western Europe,Onate,43.032888,-2.411348,,0,Bombing/Explosion,Police,Police Patrol (including vehicles and convoys),Basque Fatherland and Freedom (ETA),Explosives,NA,NA,NA,,70s,
3309,1975,10,5,Argentina,South America,Formosa,-26.184895,-58.175415,,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Montoneros (Argentina),Firearms,26,0,15,,70s,
3310,1975,10,5,Ireland,Western Europe,Dublin,53.361675,-6.245485,,0,Assassination,Private Citizens & Property,Named Civilian,Official Irish Republican Army (OIRA),Firearms,1,NA,NA,,70s,
3311,1975,10,6,West Germany (FRG),Western Europe,Nuremberg,49.45052,11.08048,,0,Bombing/Explosion,Transportation,Train/Train Tracks/Trolley,Unknown,Explosives,0,0,NA,,70s,
3312,1975,10,6,Spain,Western Europe,Barcelona,41.400635,2.150913,,0,Facility/Infrastructure Attack,Business,Restaurant/Bar/Café,Unknown,Incendiary,0,0,NA,,70s,
3313,1975,10,6,United Kingdom,Western Europe,Limavady,55.050852,-6.950535,,0,Bombing/Explosion,Police,Police Security Forces/Officers,Irish Republican Army (IRA),Explosives,1,NA,NA,,70s,
3314,1975,10,6,United States,North America,Miami,25.774591,-80.214195,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,National Front for the Liberation of Cuba (FLNC),Explosives,0,0,NA,,70s,
3315,1975,10,8,France,Western Europe,Paris,48.856644,2.34233,,0,Assassination,Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Armed Nucleus for Popular Autonomy,Firearms,0,1,NA,,70s,
3316,1975,10,8,West Germany (FRG),Western Europe,Mainz,49.993038,8.247247,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Commando 27 September,Explosives,NA,NA,NA,,70s,
3317,1975,10,8,West Germany (FRG),Western Europe,Frankfurt,50.11797,8.644191,,0,Bombing/Explosion,Transportation,Subway,Revolutionary Cells,Explosives,0,0,NA,,70s,
3318,1975,10,8,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Armed Assault,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",Unknown,Firearms,0,0,NA,,70s,
3319,1975,10,8,Spain,Western Europe,Barcelona,41.400635,2.150913,,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Revolutionary Patriotic Anti-Fascist Front (FRAP),Firearms,NA,NA,NA,,70s,
3320,1975,10,9,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Bombing/Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,Irish Republican Army (IRA),Explosives,NA,NA,NA,,70s,
3321,1975,10,9,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Bombing/Explosion,Private Citizens & Property,Vehicles/Transportation,Irish Republican Army (IRA),Explosives,1,18,NA,,70s,
3322,1975,10,9,Lebanon,Middle East & North Africa,Beirut,33.888523,35.503513,,0,Armed Assault,Airports & Aircraft,Airport,Palestinians,Firearms,3,14,NA,,70s,
3323,1975,10,9,United Kingdom,Western Europe,Crossmaglen,54.077313,-6.608787,,0,Bombing/Explosion,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Explosives,1,NA,NA,,70s,
3324,1975,10,10,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Armed Assault,Police,Police Security Forces/Officers,First of October Antifascist Resistance Group (GRAPO),Firearms,1,0,NA,,70s,
3325,1975,10,10,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Armed Assault,Police,Police Security Forces/Officers,First of October Antifascist Resistance Group (GRAPO),Firearms,1,0,NA,,70s,
