has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
1,15,female,24,24,0,1,European/Caucasian-American,European/Caucasian-American,1,1,6,1,8,Education,30,15,15,15,15,10,75,10,10,10,10,10,8,7,6,8,7,6,7,7,7,7,7,7,22,17,15,15,15,16,75,18,10,10,10,18,8,8,7,8,8,7,7,7,7,7,6,8,8,6,8,5,7,7,7,7,7,4,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,7,3,7,7,3,3,3,3,3,7,7,7,7,7,7,7,3,4,2,1.5,2,2,1,4,3,3,2,0,0,1,0
1,15,female,24,24,0,1,European/Caucasian-American,'Latino/Hispanic American',0,1,6,1,8,Education,20,10,20,20,10,20,18,10,18,18,10,18,5,5,5,5,5,5,4,4,4,4,4,4,22,17,15,15,15,16,75,18,10,10,10,18,8,8,7,8,8,7,7,7,7,7,6,6,6,6,7,5,7,7,7,7,7,4,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,7,3,7,7,3,3,3,3,3,7,7,7,7,7,7,7,3,4,2,1.5,2,2,1,3,2,3,2,0,0,0,0
1,15,female,24,23,1,1,European/Caucasian-American,European/Caucasian-American,1,1,6,1,8,Education,20,15,20,20,10,15,18,10,18,18,10,10,7,6,7,5,5,6,7,7,7,4,4,7,22,17,15,15,15,16,75,18,10,10,10,18,8,8,7,8,8,7,7,7,7,7,5,6,7,6,7,4,4,7,7,7,7,4,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,7,3,7,7,3,3,3,3,3,7,7,7,7,7,7,7,3,4,2,1.5,2,2,1,3,3,3,2,0,0,0,0
1,15,female,24,27,3,3,European/Caucasian-American,European/Caucasian-American,1,1,6,1,8,Education,20,20,20,20,10,10,18,18,18,18,10,10,5,2,3,4,5,1,4,4,4,4,4,4,22,17,15,15,15,16,75,18,10,10,10,18,8,8,7,8,8,7,7,7,7,7,6,8,8,7,8,6,7,7,7,7,7,7,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,7,3,7,7,3,3,3,3,3,7,7,7,7,7,7,7,3,4,2,1.5,2,2,1,4,3,3,2,0,0,0,0
1,15,female,24,34,10,10,European/Caucasian-American,European/Caucasian-American,1,1,6,1,8,Education,35,15,15,25,10,0,75,10,10,75,10,10,8,5,6,6,7,1,7,4,7,7,7,4,22,17,15,15,15,16,75,18,10,10,10,18,8,8,7,8,8,7,7,7,7,7,6,8,8,8,8,6,7,7,7,7,7,7,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,7,3,7,7,3,3,3,3,3,7,7,7,7,7,7,7,3,4,2,1.5,2,2,1,5,4,3,2,0,0,0,0
1,15,female,24,27,3,3,European/Caucasian-American,European/Caucasian-American,1,1,6,1,8,Education,75,5,5,5,5,5,75,10,10,10,10,10,7,6,5,8,8,8,7,7,4,7,7,7,22,17,15,15,15,16,75,18,10,10,10,18,8,8,7,8,8,7,7,7,7,7,5,7,8,7,7,5,4,7,7,7,4,4,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,7,3,7,7,3,3,3,3,3,7,7,7,7,7,7,7,3,4,2,1.5,2,2,1,5,3,3,2,0,0,0,0
1,15,female,24,26,2,3,European/Caucasian-American,European/Caucasian-American,1,1,6,1,8,Education,10,10,30,30,5,15,10,10,75,75,10,10,7,7,6,6,6,6,7,7,7,7,7,7,22,17,15,15,15,16,75,18,10,10,10,18,8,8,7,8,8,7,7,7,7,7,6,7,8,6,6,5,7,7,7,7,7,4,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,7,3,7,7,3,3,3,3,3,7,7,7,7,7,7,7,3,4,2,1.5,2,2,1,5,3,3,2,0,0,0,0
1,15,female,24,29,5,5,European/Caucasian-American,European/Caucasian-American,1,1,6,1,8,Education,95,1,1,1,1,1,75,10,10,10,10,10,10,10,10,10,10,8,9,9,9,9,9,7,22,17,15,15,15,16,75,18,10,10,10,18,8,8,7,8,8,7,7,7,7,7,6,8,7,6,7,6,7,7,7,7,7,7,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,7,3,7,7,3,3,3,3,3,7,7,7,7,7,7,7,3,4,2,1.5,2,2,1,5,4,3,2,0,0,1,0
1,15,female,24,31,7,10,European/Caucasian-American,European/Caucasian-American,1,1,6,1,8,Education,10,20,40,10,10,10,10,18,75,10,10,10,5,5,5,5,5,5,4,4,4,4,4,4,22,17,15,15,15,16,75,18,10,10,10,18,8,8,7,8,8,7,7,7,7,7,3,1,3,4,2,1,4,4,4,4,4,4,7,4,8,7,3,3,5,3,4,7,6,6,7,6,6,6,4,7,3,7,7,3,3,3,3,3,7,7,7,7,7,7,7,3,4,2,1.5,2,2,1,1,1,3,2,0,0,1,0
1,15,female,21,24,3,3,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,20,21,21,22,6,10,18,75,75,75,10,10,9,7,7,9,7,8,9,7,7,9,7,7,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,6,10,10,2,10,5,7,9,9,4,9,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,6,2,7,2,0,0,1,0
1,15,female,21,29,8,10,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,45,10,10,30,0,5,75,10,10,75,10,10,8,10,10,9,7,5,7,9,9,9,4,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,6,10,10,10,7,8,7,9,9,9,4,7,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,8,9,7,8.5,0,1,1,1
1,15,female,21,29,8,10,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,25,10,20,20,10,15,75,10,18,18,10,10,6,7,8,7,7,5,4,4,4,4,4,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,?,9,8,6,7,5,4,4,4,4,4,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,7,5,3,2,1,0,0,0
1,15,female,21,26,5,5,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,70,5,20,3,1,1,75,10,18,10,10,10,7,6,8,7.5,7.5,3,7,7,7,7,7,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,8,10,10,7,7,5,7,9,9,7,4,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,7,7,7,8.5,0,1,1,1
1,15,female,21,31,10,10,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,35,0,25,20,0,20,75,10,75,18,10,18,7,5,7,7,7,3,7,4,7,7,7,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,7,10,10,2,8,3,7,9,9,4,7,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,7,7,7,8.5,0,1,1,1
1,15,female,21,29,8,10,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,1,1,LAW,25,20,15,25,10,5,75,18,10,75,10,10,8,7,6,8,6,7,7,7,7,7,7,7,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,4,10,8,5,10,3,4,9,7,4,9,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,6,6,7,5.5,0,0,1,0
1,15,female,21,22,1,1,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,20,25,20,15,5,15,18,75,18,10,10,10,8,7,5,7,5,2,7,7,4,7,4,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,6,10,10,3,7,2,7,9,9,4,4,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,5,7,3,8.5,0,0,1,0
1,15,female,21,23,2,3,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,25,14,25,25,3,8,75,10,75,75,10,10,8,6,8,8,8,7,7,7,7,7,7,7,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,8,10,10,8,7,5,7,9,9,7,4,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,9,9,9,8.5,0,1,1,1
1,15,female,21,30,9,10,European/Caucasian-American,'Black/African American',0,1,1,1,1,LAW,30,25,20,15,5,5,75,75,18,10,10,10,8,9,10,10,10,5,7,9,9,9,9,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,8,10,10,2,10,5,7,9,9,4,9,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,6,4,7,2,0,0,1,0
1,15,female,21,27,6,5,European/Caucasian-American,'Asian/Pacific Islander/Asian-American',0,1,1,1,1,LAW,20,20,20,20,20,0,18,18,18,18,18,10,6,6,7,9,7,3,7,7,7,9,7,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,4,10,10,10,10,10,4,9,9,9,9,9,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,8,7,7,8.5,0,0,1,0
1,15,female,21,24,3,3,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,30,15,15,15,15,10,75,10,10,10,10,10,6,7,8,8,6,4,7,7,7,7,7,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,9,10,6,6,6,6,9,9,7,7,7,7,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,6,6,7,5.5,0,0,0,0
1,15,female,21,24,3,3,European/Caucasian-American,'Latino/Hispanic American',0,1,1,1,1,LAW,20,10,20,20,10,20,18,10,18,18,10,18,7,7,8,8,7,8,7,7,7,7,7,7,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,9,10,10,10,10,10,9,9,9,9,9,9,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,9,10,9,8.5,0,1,1,1
1,15,female,21,23,2,3,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,20,15,20,20,10,15,18,10,18,18,10,10,6,8,9,8,8,6,7,7,9,7,7,7,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,7,10,4,8,7,9,7,9,4,7,4,9,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,8,7,7,8.5,0,1,1,1
1,15,female,21,27,6,5,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,20,20,20,20,10,10,18,18,18,18,10,10,7,5,8,4,10,5,7,4,7,4,9,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,7,10,10,10,7,9,7,9,9,9,4,9,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,8,7,7,8.5,0,1,1,1
1,15,female,21,34,13,10,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,35,15,15,25,10,0,75,10,10,75,10,10,10,10,9,8,7,5,9,9,9,7,7,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,6,8,9,8,10,5,7,7,9,7,9,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,6,7,7,8.5,0,0,1,0
1,15,female,21,27,6,5,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,75,5,5,5,5,5,75,10,10,10,10,10,8,8,9,9,8,7,7,7,9,9,7,7,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,5,10,9,5,10,5,4,9,9,4,9,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,7,7,7,8.5,0,0,1,0
1,15,female,21,26,5,5,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,10,10,30,30,5,15,10,10,75,75,10,10,9,8,6,7,6,7,9,7,7,7,7,7,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,7,10,8,6,7,5,7,9,7,7,4,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,6,6,7,5.5,0,1,1,1
1,15,female,21,29,8,10,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,95,1,1,1,1,1,75,10,10,10,10,10,10,10,10,10,10,5,9,9,9,9,9,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,8,10,10,6,10,2,7,9,9,7,9,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,6,7,7,8.5,0,0,1,0
1,15,female,21,31,10,10,European/Caucasian-American,European/Caucasian-American,1,1,1,1,1,LAW,10,20,40,10,10,10,10,18,75,10,10,10,5,5,5,5,5,5,4,4,4,4,4,4,20,30,20,20,0,10,18,75,18,18,10,10,8,10,9,7,5,7,9,9,7,4,5,3,9,2,10,5,4,4,9,4,9,4,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,7,3,7,7,7,9,3,3,9,7,7,7,9,9,7,7,7,2,7,8,2,11,4,4,3,2,0,0,1,0
1,15,female,30,24,6,5,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,20,21,21,22,6,10,18,75,75,75,10,10,3,9,10,3,8,0,4,9,9,4,7,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,6,10,6,6,6,5,7,9,7,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,8,7,8.5,0,1,0,0
1,15,female,30,29,1,1,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,45,10,10,30,0,5,75,10,10,75,10,10,3,7,5,1,3,1,4,7,4,4,4,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,8,8,8,8,7,5,7,7,7,7,4,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,8,7,8.5,0,1,0,0
1,15,female,30,29,1,1,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,25,10,20,20,10,15,75,10,18,18,10,10,4,7,7,4,7,2,4,7,7,4,7,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,?,9,8,6,7,5,4,4,4,4,4,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,7,5,3,2,1,0,0,0
1,15,female,30,26,4,5,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,70,5,20,3,1,1,75,10,18,10,10,10,1,7,9,1,7,1,4,7,9,4,7,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,8,6,8,6,8,5,7,7,7,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,4,1,3,2,0,1,0,0
1,15,female,30,31,1,1,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,35,0,25,20,0,20,75,10,75,18,10,18,1,6,6,3,6,5,4,7,7,4,7,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,6,10,10,6,7,5,7,9,9,7,4,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,6,7,5.5,0,1,0,0
1,15,female,30,29,1,1,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,10,1,8,Education,25,20,15,25,10,5,75,18,10,75,10,10,5,6,5,2,8,4,4,7,4,4,7,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,6,10,8,6,7,5,7,9,7,7,4,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,6,7,5.5,0,1,0,0
1,15,female,30,22,8,10,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,20,25,20,15,5,15,18,75,18,10,10,10,3,3,4,2,7,5,4,4,4,4,4,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,6,10,10,6,7,5,7,9,9,7,4,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,8,7,8.5,0,1,0,0
1,15,female,30,23,7,10,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,25,14,25,25,3,8,75,10,75,75,10,10,2,9,7,6,6,1,4,9,7,7,7,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,8,10,10,6,7,5,7,9,9,7,4,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,5,7,2,0,1,1,1
1,15,female,30,30,0,1,'Asian/Pacific Islander/Asian-American','Black/African American',0,1,10,1,8,Education,30,25,20,15,5,5,75,75,18,10,10,10,3,8,10,5,9,0,4,7,9,4,9,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,4,8,6,6,6,5,4,7,7,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,4,6,3,5.5,0,1,0,0
1,15,female,30,27,3,3,'Asian/Pacific Islander/Asian-American','Asian/Pacific Islander/Asian-American',1,1,10,1,8,Education,20,20,20,20,20,0,18,18,18,18,18,10,2,4,4,5,4,4,4,4,4,4,4,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,8,10,10,8,8,5,7,9,9,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,8,8,7,8.5,0,1,0,0
1,15,female,30,24,6,5,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,30,15,15,15,15,10,75,10,10,10,10,10,6,8,10,7,9,3,7,7,9,7,9,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,8,10,10,6,8,5,7,9,9,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,8,8,7,8.5,0,1,0,0
1,15,female,30,24,6,5,'Asian/Pacific Islander/Asian-American','Latino/Hispanic American',0,1,10,1,8,Education,20,10,20,20,10,20,18,10,18,18,10,18,3,2,2.5,3,3,0,4,4,4,4,4,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,6,8,8,6,8,5,7,7,7,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,6,7,5.5,0,1,0,0
1,15,female,30,23,7,10,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,20,15,20,20,10,15,18,10,18,18,10,10,6,7,8,7,7,5,4,4,4,4,4,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,8,10,8,6,7,5,7,9,7,7,4,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,8,7,8.5,0,1,0,0
1,15,female,30,27,3,3,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,20,20,20,20,10,10,18,18,18,18,10,10,2,1,3,5,10,1,4,4,4,4,9,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,8,6,8,6,6,5,7,7,7,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,6,7,5.5,0,1,0,0
1,15,female,30,34,4,5,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,35,15,15,25,10,0,75,10,10,75,10,10,4,7,7,9,4,5,4,7,7,9,4,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,5,7,7,7,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,8,8,7,8.5,0,1,0,0
1,15,female,30,27,3,3,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,75,5,5,5,5,5,75,10,10,10,10,10,7,6,7,7,8,9,7,7,7,7,7,9,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,6,8,8,6,8,5,7,7,7,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,8,7,8.5,0,1,0,0
1,15,female,30,26,4,5,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,10,10,30,30,5,15,10,10,75,75,10,10,5,6,7,5,6,6,4,7,7,4,7,7,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,6,8,8,8,8,5,7,7,7,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,8,8,7,8.5,0,1,0,0
1,15,female,30,29,1,1,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,95,1,1,1,1,1,75,10,10,10,10,10,6,6,5,4,3,0,7,7,4,4,4,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,6,8,8,6,8,5,7,7,7,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,6,6,7,5.5,0,1,1,1
1,15,female,30,31,1,1,'Asian/Pacific Islander/Asian-American',European/Caucasian-American,0,1,10,1,8,Education,10,20,40,10,10,10,10,18,75,10,10,10,5,5,5,5,5,5,4,4,4,4,4,4,10,20,20,10,10,30,10,18,18,10,10,75,8,8,8,8,8,7,7,7,7,7,4,6,6,6,6,5,4,7,7,7,7,4,6,1,6,10,6,6,8,1,4,10,6,8,8,8,8,4,6,7,3,7,9,7,7,7,3,3,9,7,7,7,7,7,3,7,6,2,10,6,2,11,4,8,3,8.5,0,1,1,1
1,15,female,28,24,4,5,European/Caucasian-American,European/Caucasian-American,1,1,5,1,4,Education,20,21,21,22,6,10,18,75,75,75,10,10,9,9,8,9,8,8,9,9,7,9,7,7,35,0,35,10,10,10,75,10,75,10,10,10,8,9,9,9,7,7,9,9,9,7,5,9,5,3,6,3,4,9,4,4,7,4,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,7,3,7,7,7,7,9,3,9,9,3,3,3,3,3,3,3,4,2,1,2,2,1,3,5,3,5.5,0,0,1,0
1,15,female,28,29,1,1,European/Caucasian-American,European/Caucasian-American,1,1,5,1,4,Education,45,10,10,30,0,5,75,10,10,75,10,10,6,6,8,4,7,5,7,7,4,4,4,4,35,0,35,10,10,10,75,10,75,10,10,10,8,9,9,9,7,7,9,9,9,7,7,6,6,6,6,4,7,7,7,7,7,4,8,1,6,8,6,7,9,1,9,9,1,3,5,5,5,4,2,7,3,7,7,7,7,9,3,9,9,3,3,3,3,3,3,3,4,2,1,2,2,1,6,5,7,5.5,0,0,0,0
